features
Revenue_log
Asset_log
EBIT_log
FiscalYear__2005
FiscalYear__2006
FiscalYear__2007
FiscalYear__2008
FiscalYear__2009
FiscalYear__2010
FiscalYear__2011
FiscalYear__2012
FiscalYear__2013
FiscalYear__2014
FiscalYear__2015
FiscalYear__2016
FiscalYear__2017
FiscalYear__2018
FiscalYear__2019
FiscalYear__2020
FiscalYear__2021
IncomeGroup__H
IncomeGroup__L
IncomeGroup__LM
IncomeGroup__UM
FinalCO2Law__National_Implemented
FinalCO2Law__No_CO2_Law
FinalCO2Law__Regional_Implemented
FinalCO2Law__Subnational_Implemented
GICSSubInd__10101010_0
GICSSubInd__10101020_0
GICSSubInd__10102010_0
GICSSubInd__10102020_0
GICSSubInd__10102030_0
GICSSubInd__10102040_0
GICSSubInd__10102050_0
GICSSubInd__15101010_0
GICSSubInd__15101020_0
GICSSubInd__15101030_0
GICSSubInd__15101040_0
GICSSubInd__15101050_0
GICSSubInd__15102010_0
GICSSubInd__15103010_0
GICSSubInd__15103020_0
GICSSubInd__15104010_0
GICSSubInd__15104020_0
GICSSubInd__15104025_0
GICSSubInd__15104030_0
GICSSubInd__15104040_0
GICSSubInd__15104045_0
GICSSubInd__15104050_0
GICSSubInd__15105010_0
GICSSubInd__15105020_0
GICSSubInd__20101010_0
GICSSubInd__20102010_0
GICSSubInd__20103010_0
GICSSubInd__20104010_0
GICSSubInd__20104020_0
GICSSubInd__20105010_0
GICSSubInd__20106010_0
GICSSubInd__20106015_0
GICSSubInd__20106020_0
GICSSubInd__20107010_0
GICSSubInd__20201010_0
GICSSubInd__20201050_0
GICSSubInd__20201060_0
GICSSubInd__20201070_0
GICSSubInd__20201080_0
GICSSubInd__20202010_0
GICSSubInd__20202020_0
GICSSubInd__20301010_0
GICSSubInd__20302010_0
GICSSubInd__20303010_0
GICSSubInd__20304010_0
GICSSubInd__20304020_0
GICSSubInd__20305010_0
GICSSubInd__20305020_0
GICSSubInd__20305030_0
GICSSubInd__25101010_0
GICSSubInd__25101020_0
GICSSubInd__25102010_0
GICSSubInd__25102020_0
GICSSubInd__25201010_0
GICSSubInd__25201020_0
GICSSubInd__25201030_0
GICSSubInd__25201040_0
GICSSubInd__25201050_0
GICSSubInd__25202010_0
GICSSubInd__25203010_0
GICSSubInd__25203020_0
GICSSubInd__25203030_0
GICSSubInd__25301010_0
GICSSubInd__25301020_0
GICSSubInd__25301030_0
GICSSubInd__25301040_0
GICSSubInd__25302010_0
GICSSubInd__25302020_0
GICSSubInd__25501010_0
GICSSubInd__25502020_0
GICSSubInd__25503010_0
GICSSubInd__25503020_0
GICSSubInd__25504010_0
GICSSubInd__25504020_0
GICSSubInd__25504030_0
GICSSubInd__25504040_0
GICSSubInd__25504050_0
GICSSubInd__25504060_0
GICSSubInd__30101010_0
GICSSubInd__30101020_0
GICSSubInd__30101030_0
GICSSubInd__30101040_0
GICSSubInd__30201010_0
GICSSubInd__30201020_0
GICSSubInd__30201030_0
GICSSubInd__30202010_0
GICSSubInd__30202030_0
GICSSubInd__30203010_0
GICSSubInd__30301010_0
GICSSubInd__30302010_0
GICSSubInd__35101010_0
GICSSubInd__35101020_0
GICSSubInd__35102010_0
GICSSubInd__35102015_0
GICSSubInd__35102020_0
GICSSubInd__35102030_0
GICSSubInd__35103010_0
GICSSubInd__35201010_0
GICSSubInd__35202010_0
GICSSubInd__35203010_0
GICSSubInd__40101010_0
GICSSubInd__40101015_0
GICSSubInd__40102010_0
GICSSubInd__40201020_0
GICSSubInd__40201030_0
GICSSubInd__40201040_0
GICSSubInd__40202010_0
GICSSubInd__40203010_0
GICSSubInd__40203020_0
GICSSubInd__40203030_0
GICSSubInd__40203040_0
GICSSubInd__40204010_0
GICSSubInd__40301010_0
GICSSubInd__40301020_0
GICSSubInd__40301030_0
GICSSubInd__40301040_0
GICSSubInd__40301050_0
GICSSubInd__45102010_0
GICSSubInd__45102020_0
GICSSubInd__45102030_0
GICSSubInd__45103010_0
GICSSubInd__45103020_0
GICSSubInd__45201020_0
GICSSubInd__45202030_0
GICSSubInd__45203010_0
GICSSubInd__45203015_0
GICSSubInd__45203020_0
GICSSubInd__45203030_0
GICSSubInd__45301010_0
GICSSubInd__45301020_0
GICSSubInd__50101010_0
GICSSubInd__50101020_0
GICSSubInd__50102010_0
GICSSubInd__50201010_0
GICSSubInd__50201020_0
GICSSubInd__50201030_0
GICSSubInd__50201040_0
GICSSubInd__50202010_0
GICSSubInd__50202020_0
GICSSubInd__50203010_0
GICSSubInd__55101010_0
GICSSubInd__55102010_0
GICSSubInd__55103010_0
GICSSubInd__55104010_0
GICSSubInd__55105010_0
GICSSubInd__55105020_0
GICSSubInd__60101010_0
GICSSubInd__60101020_0
GICSSubInd__60101030_0
GICSSubInd__60101040_0
GICSSubInd__60101050_0
GICSSubInd__60101060_0
GICSSubInd__60101070_0
GICSSubInd__60101080_0
GICSSubInd__60102010_0
GICSSubInd__60102020_0
GICSSubInd__60102030_0
GICSSubInd__60102040_0
