category;scope;category_name;RMSE;MSE;MAE;MAPE;R2;StandardDeviation
SubSector;CF1_log;Food Retail;0.516239957;0.266503693;0.372031226;0.074178499;0.261121406;0.512579945
SubSector;CF1_log;Gold;0.359950643;0.129564465;0.247802734;0.050523478;0.807723255;0.359636001
SubSector;CF1_log;Oil & Gas Exploration & Production;1.311575487;1.720230258;0.847132488;0.329472077;0.146882172;1.22000636
SubSector;CF1_log;Office REITs ;0.720474392;0.51908335;0.522571642;0.188893173;-0.29915948;0.712420171
SubSector;CF1_log;Data Processing & Outsourced Services;0.620891344;0.385506061;0.482950065;0.220557945;0.183350848;0.601298017
SubSector;CF1_log;Oil & Gas Equipment & Services;0.716626733;0.513553874;0.538943287;0.095339316;0.347149145;0.562282186
SubSector;CF1_log;Life & Health Insurance;0.586624422;0.344128213;0.43926757;0.119448356;0.484613674;0.581397514
SubSector;CF1_log;Other Diversified Financial Services;0.828960347;0.687175257;0.721288479;0.746738232;0.613871125;0.815840426
SubSector;CF1_log;Diversified Chemicals;0.275528705;0.075916068;0.218374018;0.037187253;0.806593886;0.268206863
SubSector;CF1_log;Airlines;0.147683165;0.021810317;0.121262721;0.01786259;0.745871635;0.143156164
SubSector;CF1_log;Steel;0.458960647;0.210644876;0.283993093;0.046911771;0.786947141;0.458892652
SubSector;CF1_log;Airport Services;0.40460115;0.163702091;0.34448297;0.079042645;-0.358927293;0.403289872
SubSector;CF1_log;Semiconductors;0.357928626;0.128112901;0.247983743;0.051396112;0.771549119;0.354986508
SubSector;CF1_log;Electric Utilities;0.603036865;0.36365346;0.482477784;0.084063197;0.828763221;0.600739181
SubSector;CF1_log;Electronic Components;0.363256591;0.131955351;0.259253843;0.05449723;0.837530219;0.339089335
SubSector;CF1_log;Distributors;0.624548714;0.390061096;0.538227913;0.117642267;-0.407779401;0.622989845
SubSector;CF1_log;Health Care REITs ;0.569437653;0.324259241;0.481362974;0.107088364;-1.406052711;0.304218553
SubSector;CF1_log;Electronic Equipment & Instruments ;0.341717474;0.116770832;0.288352264;0.085836806;0.668479676;0.341717063
SubSector;CF1_log;Construction & Engineering;0.510641941;0.260755192;0.306638426;0.058120567;0.615616056;0.480263135
SubSector;CF1_log;Specialty Chemicals;0.289270633;0.083677499;0.227026207;0.041430387;0.894884617;0.185339446
SubSector;CF1_log;Oil & Gas Storage & Transportation;0.84590589;0.715556775;0.551607425;0.089899807;0.390611405;0.751045726
SubSector;CF1_log;Homebuilding;0.525016212;0.275642023;0.385729568;0.096315776;0.65872135;0.523884414
SubSector;CF1_log;Renewable Electricity ;1.666620261;2.777623095;1.565441199;0.496687479;0.207023607;1.547924525
SubSector;CF1_log;Paper Packaging;0.446006073;0.198921418;0.340366968;0.05909527;0.452825894;0.442223726
SubSector;CF1_log;Highways & Railtracks;0.693082122;0.480362828;0.504207879;0.180771868;0.392132407;0.632562501
SubSector;CF1_log;Railroads;0.948097577;0.898889015;0.751248173;0.175814207;0.135853373;0.751387994
SubSector;CF1_log;Drug Retail;0.332402531;0.110491442;0.265793338;0.070489414;0.471906099;0.332383356
SubSector;CF1_log;Trucking;0.876225653;0.767771395;0.611304936;0.100166331;0.343392056;0.650209168
SubSector;CF1_log;Marine Ports & Services;0.349052952;0.121837963;0.277081501;0.056524582;-1.745611087;0.223428408
SubSector;CF1_log;Paper Products;0.32007425;0.102447526;0.258141433;0.042032458;0.385550667;0.30551572
SubSector;CF1_log;Coal & Consumable Fuels;0.812075447;0.659466532;0.771259614;0.125313311;-0.311262852;0.722333149
SubSector;CF1_log;Thrifts & Mortgage Finance;0.433807724;0.188189141;0.357980015;0.1157962;-0.623542366;0.415784277
SubSector;CF1_log;Trading Companies & Distributors;0.192314835;0.036984996;0.158162992;0.035665321;0.87430072;0.19119048
SubSector;CF1_log;Multi-Utilities;0.630698581;0.3977807;0.488664425;0.070236866;-0.144594376;0.603080463
SubSector;CF1_log;Residential REITs;0.443277676;0.196495098;0.324450765;0.078666578;-0.196730478;0.428620562
SubSector;CF1_log;Retail REITs;0.413543257;0.171018026;0.248277816;0.100597646;0.504640181;0.409019755
SubSector;CF1_log;IT Consulting & Other Services;0.28308778;0.080138691;0.245622394;0.067133554;0.761717039;0.255911657
SubSector;CF1_log;Cable & Satellite;0.369032306;0.136184843;0.231845388;0.070839056;0.528489473;0.366466498
SubSector;CF1_log;Communications Equipment;0.73076249;0.534013817;0.520087986;0.211075341;0.541012812;0.705828801
SubSector;CF1_log;Property & Casualty Insurance;0.275958887;0.076153307;0.215034724;0.069034153;0.686608548;0.275953998
SubSector;CF1_log;Wireless Telecommunication Services;0.720434297;0.519025576;0.608450576;0.137680666;-0.704272003;0.717315027
SubSector;CF1_log;Independent Power Producers & Energy Traders;0.502092204;0.252096581;0.416125092;0.060987972;0.477061738;0.50186251
SubSector;CF1_log;Fertilizers & Agricultural Chemicals;0.427915216;0.183111432;0.352725578;0.058949131;0.531034873;0.407410094
SubSector;CF1_log;Distillers & Vintners;0.237856834;0.056575873;0.190259023;0.037793013;0.658577804;0.230374532
SubSector;CF1_log;Soft Drinks;0.288931974;0.083481686;0.184784357;0.038811754;0.499342069;0.246258431
SubSector;CF1_log;Department Stores;0.711709349;0.506530197;0.580755849;0.136601323;-0.153802823;0.625364225
SubSector;CF1_log;Water Utilities;0.55704353;0.310297495;0.495174743;0.110782272;0.489815094;0.345193019
SubSector;CF1_log;Multi-line Insurance;0.325394698;0.10588171;0.263206584;0.083231241;0.873978225;0.309160207
SubSector;CF1_log;Interactive Media & Services;0.804226757;0.646780676;0.688031686;0.221997889;-0.068917938;0.803175262
SubSector;CF1_log;Aluminum;0.315760488;0.099704686;0.249128888;0.03584308;0.546738003;0.263062512
SubSector;CF1_log;Real Estate Development ;0.646156763;0.417518562;0.505407424;0.182169268;0.373152158;0.636261359
SubSector;CF1_log;Air Freight & Logistics;0.259766272;0.067478516;0.219457896;0.043086013;0.307420812;0.235679238
SubSector;CF1_log;Marine;0.505265532;0.255293258;0.272735403;0.056865574;0.706562372;0.496938566
SubSector;CF1_log;Multi-Sector Holdings;0.70258739;0.49362904;0.540886776;0.208203713;0.783928838;0.667547645
SubSector;CF1_log;Health Care Supplies;0.622368914;0.387343065;0.526440455;0.140872159;0.651754836;0.598351984
SubSector;CF1_log;Application Software;0.530382395;0.281305485;0.445416904;0.108308637;0.838675962;0.375136319
SubSector;CF1_log;Automobile Manufacturers;0.254449233;0.064744412;0.223223403;0.043160931;0.88084852;0.236402897
SubSector;CF1_log;Tires & Rubber;0.38061945;0.144871166;0.346749331;0.06457803;0.441204519;0.316510709
SubSector;CF1_log;Publishing;0.574915849;0.330528234;0.509541996;0.184158147;0.204902051;0.537771317
SubSector;CF1_log;Health Care Distributors;0.5657031;0.320019997;0.505096925;0.127400365;0.675150343;0.555507476
SubSector;CF1_log;Housewares & Specialties;0.666222684;0.443852665;0.666167299;0.146223141;-759.9297931;0.008590337
SubSector;CF1_log;Construction Machinery & Heavy Trucks;0.244808642;0.059931271;0.149768622;0.032084651;0.833499374;0.237412122
SubSector;CF1_log;Pharmaceuticals;0.376528027;0.141773355;0.306994185;0.068858096;0.805830922;0.376475796
SubSector;CF1_log;Advertising;0.651098103;0.42392874;0.519818627;0.186264524;0.413306446;0.628377637
SubSector;CF1_log;Health Care Facilities;0.180941587;0.032739858;0.127364509;0.031093624;0.833043165;0.165869325
SubSector;CF1_log;Hypermarkets & Super Centers;0.293342178;0.086049633;0.246681826;0.046493221;0.820176819;0.260337611
SubSector;CF1_log;Apparel, Accessories & Luxury Goods;0.329032382;0.108262308;0.212086768;0.043176302;0.633032033;0.287344493
SubSector;CF1_log;Office Services & Supplies;0.372389772;0.138674142;0.341984397;0.082255756;0.170830912;0.338287106
SubSector;CF1_log;Building Products;0.41633569;0.173335407;0.292656956;0.068618491;0.93117269;0.401547675
SubSector;CF1_log;Industrial Gases;0.217973688;0.047512529;0.174275497;0.026662614;0.836750601;0.20690198
SubSector;CF1_log;Health Care Technology;0.428957562;0.18400459;0.414108345;0.215643363;-0.976939979;0.111887751
SubSector;CF1_log;Auto Parts & Equipment;0.358692911;0.128660604;0.238713685;0.048635952;0.353332244;0.355325813
SubSector;CF1_log;Semiconductor Equipment ;0.456177372;0.208097794;0.386432021;0.088658763;0.560981906;0.391380328
SubSector;CF1_log;Electrical Components & Equipment;0.528746327;0.279572678;0.43034891;0.124995089;0.774800664;0.528509353
SubSector;CF1_log;Computer & Electronics Retail;0.309126155;0.095558979;0.24067103;0.046776705;0.8424477;0.292762434
SubSector;CF1_log;Industrial Conglomerates;0.554202586;0.307140506;0.39468483;0.093195262;0.235721484;0.482960143
SubSector;CF1_log;Copper;0.240202067;0.057697033;0.180812032;0.033095558;0.658620098;0.233072274
SubSector;CF1_log;Reinsurance;0.58746651;0.3451169;0.350017052;0.182576839;0.392370064;0.487519875
SubSector;CF1_log;Systems Software;0.599935048;0.359922061;0.321970348;15.47216254;0.701426254;0.587859236
SubSector;CF1_log;Gas Utilities;0.441959872;0.195328528;0.360668456;0.064261513;-0.507718973;0.434764474
SubSector;CF1_log;Footwear;0.330333616;0.109120298;0.238399169;0.068876621;0.858311368;0.234387251
SubSector;CF1_log;Diversified Real Estate Activities ;0.634615076;0.402736295;0.48286572;0.096316955;0.808570755;0.625481803
SubSector;CF1_log;Specialty Stores;1.025254702;1.051147204;0.784595877;0.500495334;-0.556651404;0.659967056
SubSector;CF1_log;Alternative Carriers;0.328534075;0.107934639;0.278384481;0.087638;0.903632848;0.32423885
SubSector;CF1_log;Industrial Machinery;0.260963536;0.068101967;0.212650506;0.044418028;0.714950564;0.230126508
SubSector;CF1_log;Tobacco;0.401797983;0.161441619;0.242728966;0.047058112;0.472148982;0.401793703
SubSector;CF1_log;Commodity Chemicals;0.161642456;0.026128284;0.122939114;0.019749184;0.899113734;0.137603948
SubSector;CF1_log;Casinos & Gaming;0.490468055;0.240558913;0.389252045;0.121912913;0.721758482;0.409678303
SubSector;CF1_log;Food Distributors;0.671065142;0.450328425;0.573468016;0.128364331;0.409764451;0.588508901
SubSector;CF1_log;Health Care  Services;0.415767692;0.172862774;0.289652713;0.077885555;0.703462549;0.408395715
SubSector;CF1_log;Consumer Electronics;0.22685641;0.051463831;0.176699443;0.038442957;0.908414683;0.204707618
SubSector;CF1_log;Apparel Retail;0.346229677;0.119874989;0.281600208;0.081815418;0.682253196;0.277289637
SubSector;CF1_log;Leisure Facilities;0.200219989;0.040088044;0.140443128;0.039167124;0.922554092;0.162845859
SubSector;CF1_log;Commercial Printing;0.356370048;0.126999611;0.353403251;0.065179701;-111.4825237;0.045888494
SubSector;CF1_log;Household Appliances;0.469005058;0.219965744;0.399941913;0.111312977;0.799901499;0.465141568
SubSector;CF1_log;General Merchandise Stores;0.314216184;0.098731811;0.205498704;0.050296968;0.753827034;0.288047888
SubSector;CF1_log;Technology Distributors;0.187065621;0.034993547;0.144097265;0.036841045;-6.538143659;0.119287572
SubSector;CF1_log;Real Estate Operating Companies;0.62393218;0.389291366;0.506948063;0.168596108;0.476084864;0.570708825
SubSector;CF1_log;Internet & Direct Marketing Retail;0.387929963;0.150489656;0.338397628;0.107487591;0.660990085;0.387271195
SubSector;CF1_log;Technology Hardware, Storage & Peripherals;0.423890727;0.179683349;0.330021402;0.102532223;0.553529742;0.422926608
SubSector;CF1_log;Investment Banking & Brokerage;0.502768095;0.252775757;0.415316058;0.371384162;0.251450431;0.483172257
SubSector;CF1_log;Consumer Finance;0.839885434;0.705407542;0.581318255;0.185992334;-0.188635593;0.829836227
SubSector;CF1_log;Diversified Capital Markets;0.214591861;0.046049667;0.179590573;0.055775148;0.902056907;0.197031879
SubSector;CF1_log;Heavy Electrical Equipment;0.202031351;0.040816667;0.176584476;0.040114515;0.835287788;0.20076774
SubSector;CF1_log;Metal & Glass Containers;0.575315841;0.330988317;0.507452558;0.11473955;0.430069731;0.514170666
SubSector;CF1_log;Brewers;0.108080867;0.011681474;0.090652699;0.015616732;0.90300469;0.087216274
SubSector;CF1_log;Life Sciences Tools & Services;0.700182041;0.490254891;0.436634105;8.39038701;0.62043982;0.673066573
SubSector;CF1_log;Packaged Foods & Meats;0.430431225;0.18527104;0.344647586;0.085350221;0.778795998;0.400275278
SubSector;CF1_log;Industrial REITs;0.712887618;0.508208755;0.573972769;0.161807811;-0.456046396;0.667796484
SubSector;CF1_log;Homefurnishing Retail;0.977683418;0.955864866;0.853075536;0.198590365;-4.789009249;0.557771063
SubSector;CF1_log;Precious Metals & Minerals;0.631979408;0.399397972;0.531749312;0.1231631;0.420927035;0.341526927
SubSector;CF1_log;Automotive Retail;0.716632922;0.513562745;0.53617878;0.124528964;0.369032386;0.612529402
SubSector;CF1_log;Biotechnology;0.618056026;0.381993251;0.443356676;0.216262215;0.804585354;0.616917964
SubSector;CF1_log;Research & Consulting Services;0.454300702;0.206389127;0.393215345;0.166171129;0.397652054;0.453287055
SubSector;CF1_log;Forest Products;0.224324967;0.050321691;0.194020496;0.032369835;0.86322497;0.21984665
SubSector;CF1_log;Aerospace & Defense;0.221206486;0.04893231;0.183903821;0.042536943;0.91501448;0.217190076
SubSector;CF1_log;Asset Management & Custody Banks;1.376407739;1.894498265;1.175513644;0.520031034;-0.209391169;1.211896124
SubSector;CF1_log;Security & Alarm Services;0.085282985;0.007273188;0.065967079;0.013267304;-0.250341821;0.057935706
SubSector;CF1_log;Textiles;0.37659894;0.141826762;0.344794494;0.073756839;-7.323810377;0.15147118
SubSector;CF1_log;Home Improvement Retail;0.853170772;0.727900367;0.440473174;0.227233976;0.563927477;0.788601118
SubSector;CF1_log;Agricultural & Farm Machinery;0.20044344;0.040177573;0.178508524;0.039026197;0.872768816;0.200418069
SubSector;CF1_log;Environmental & Facilities Services;0.308140976;0.094950861;0.236027635;0.0536588;0.878085229;0.303266935
SubSector;CF1_log;Household Products;0.175964582;0.030963534;0.139525968;0.02926748;0.957196456;0.145188788
SubSector;CF1_log;Hotels, Resorts & Cruise Lines;0.615326489;0.378626688;0.419507839;0.13392236;0.818153488;0.610756866
SubSector;CF1_log;Specialized REITs ;0.882184015;0.778248636;0.808854195;0.272472308;0.641717715;0.868000337
SubSector;CF1_log;Agricultural Products;0.924776508;0.855211589;0.752834498;0.188256392;0.456106805;0.89175323
SubSector;CF1_log;Home Furnishings;0.292059162;0.085298554;0.259274763;0.060136063;0.694690609;0.291854726
SubSector;CF1_log;Movies & Entertainment;0.567175886;0.321688486;0.470566856;0.10079718;-0.296510951;0.535550358
SubSector;CF1_log;Leisure Products;0.328311149;0.10778821;0.245836834;0.065645262;0.287122834;0.324557419
SubSector;CF1_log;Managed Health Care;0.170740671;0.029152377;0.152869438;0.036554452;-2.542513733;0.111922775
SubSector;CF1_log;Electronic Manufacturing Services;0.412916421;0.17049997;0.376818874;0.083066564;-5.215383668;0.300929541
SubSector;CF1_log;Oil & Gas Drilling;0.869375107;0.755813076;0.622538425;0.130489162;0.07071851;0.861133682
SubSector;CF1_log;Internet Services & Infrastructure;1.86413316;3.474992437;1.643383828;0.946103627;-0.00264032;1.832406202
SubSector;CF1_log;Specialized Finance;0.76961733;0.592310834;0.562286847;0.386396134;0.187945511;0.764128125
SubSector;CF1_log;Financial Exchanges & Data;0.756213999;0.571859613;0.522868089;0.583165261;-0.195249358;0.566709004
